GEOID,NAME,median_income,median_age,percent_bipoc,White,Black,Native,Asian,HIPI,Hispanic
08069001608,"Census Tract 16.08, Larimer County, Colorado",151655,36.1,17.584683357879232,78.71870397643593,0.9867452135493372,0.014727540500736377,7.48159057437408,0,9.10162002945508
08069001706,"Census Tract 17.06, Larimer County, Colorado",68359,42.9,14.165149760052953,82.77345689227205,0.016548072149594573,0.6453748138341884,0,0,13.50322687406917
08069001707,"Census Tract 17.07, Larimer County, Colorado",57222,37.8,16.449086161879894,79.69471781482225,0.3213496686081542,0,2.8720626631853787,0,13.255673830086362
08069001708,"Census Tract 17.08, Larimer County, Colorado",100789,35.8,22.97328157113496,75.56519753368349,3.2199132221968485,0.6394153916419274,4.17903630965974,0,14.934916647636445
08069001710,"Census Tract 17.10, Larimer County, Colorado",70230,36.9,12.211554657234293,86.76099039919151,0.8927067542529898,0.7748020885969346,0,0.134748189321206,10.409297625063163
08069001711,"Census Tract 17.11, Larimer County, Colorado",77500,30.7,20.319585402720794,78.29842366659469,0,0,0.021593608291945586,0,20.29799179442885
08069001712,"Census Tract 17.12, Larimer County, Colorado",145178,39.3,13.69903197418598,85.56761513640365,0,0,0,0,13.69903197418598
08069001713,"Census Tract 17.13, Larimer County, Colorado",153641,36.6,18.13714540987268,73.86642841188295,2.0102747375474648,0,3.015412106321197,0,13.11145856600402
08069001714,"Census Tract 17.14, Larimer County, Colorado",131728,46.9,10.562084100240691,83.98697437349568,0,0.2690075038935297,5.507574684978055,0,4.785501911369107
08069001715,"Census Tract 17.15, Larimer County, Colorado",94087,30.3,19.944232462577048,78.55884942764895,3.008511887290872,0,2.700322864690343,0,14.235397710595832
08069001804,"Census Tract 18.04, Larimer County, Colorado",77426,37.6,10.611554266376602,88.88083152042543,0,0,3.021513173797438,0,7.590041092579164
08069001807,"Census Tract 18.07, Larimer County, Colorado",80107,44.3,19.425901201602137,77.60347129506007,0.5841121495327103,0,0.7176234979973298,0,18.124165554072096
08069001808,"Census Tract 18.08, Larimer County, Colorado",86802,55,7.218167072181671,90.61232765612328,0.689375506893755,0.16220600162206003,1.2368207623682075,0,5.1297648012976484
08069001810,"Census Tract 18.10, Larimer County, Colorado",86413,42,12.860266348638442,84.91353607632678,0.7354402703239913,0,0,0,12.12482607831445
08069001811,"Census Tract 18.11, Larimer County, Colorado",79697,55.9,7.875457875457875,92.12454212454212,0,0,0,0,7.875457875457875
08069001812,"Census Tract 18.12, Larimer County, Colorado",99213,47.3,9.461847389558233,90.07228915662651,1.2690763052208835,0,0,0,8.19277108433735
08069001813,"Census Tract 18.13, Larimer County, Colorado",83555,42.3,10.417582417582418,84.28571428571429,0,0,3.8461538461538463,0.0879120879120879,6.4835164835164845
08069001901,"Census Tract 19.01, Larimer County, Colorado",62114,48.1,12.805194805194805,85.71428571428571,0,0.18181818181818182,3.090909090909091,0,9.532467532467532
08069001902,"Census Tract 19.02, Larimer County, Colorado",62286,50,20.17465293327362,78.07881773399015,0.6717420510523959,0.24630541871921183,0.6493506493506493,0.06717420510523958,18.540080609046125
08069001904,"Census Tract 19.04, Larimer County, Colorado",91404,57.6,3.431101272827892,92.41837299391257,0.7194244604316548,0.05534034311012728,0,0,2.6563364692861096
08069001905,"Census Tract 19.05, Larimer County, Colorado",127875,53,14.096267190569744,82.80943025540275,0,1.9646365422396856,0,0,12.13163064833006
08069002005,"Census Tract 20.05, Larimer County, Colorado",56961,31.3,19.76246105919003,78.42679127725857,0,0,0,0,19.76246105919003
08069002007,"Census Tract 20.07, Larimer County, Colorado",65726,37.6,13.043478260869565,83.91994478951,0.46008741660915575,0.13802622498274672,1.9553715205889117,0,10.48999309868875
08069002008,"Census Tract 20.08, Larimer County, Colorado",66047,38.3,15.471394037066883,80.79505774912705,0.67150147730325,0.5640612409347301,0.24174053182917005,0,13.994090786999733
08069002010,"Census Tract 20.10, Larimer County, Colorado",110227,56.5,9.40451745379877,88.91170431211499,0.7802874743326489,0.20533880903490762,0.04106776180698152,0,8.37782340862423
08069002011,"Census Tract 20.11, Larimer County, Colorado",89684,45.4,4.451094071441931,94.12754815784552,0,0.4301477463998503,0.5610622779128484,0,3.459884047129232
08069002300,"Census Tract 23, Larimer County, Colorado",89000,43,6.192863462105574,89.73754054851076,0.029489826010026542,0,2.4771453848422293,0,3.686228251253318
08069002401,"Census Tract 24.01, Larimer County, Colorado",73419,62.3,5.1655629139072845,93.97350993377484,0,0,0,0,5.1655629139072845
08069002403,"Census Tract 24.03, Larimer County, Colorado",83438,55.2,1.6427104722792607,98.35728952772074,0,0,0,0.6844626967830253,0.9582477754962354
08069002404,"Census Tract 24.04, Larimer County, Colorado",119167,49.2,11.76470588235294,82.66583229036296,0,0,0,0,11.76470588235294
08069002503,"Census Tract 25.03, Larimer County, Colorado",84808,51.6,15.187557182067703,83.25709057639524,1.2351326623970724,0,0,0,13.95242451967063
08069002504,"Census Tract 25.04, Larimer County, Colorado",91071,40.4,21.831988609397246,76.55434266729948,0,0.28476506881822494,0.8542952064546749,0,20.692928334124346
08069002505,"Census Tract 25.05, Larimer County, Colorado",156511,38.4,3.325242718446602,93.16747572815534,0,0.23058252427184464,0.13349514563106796,0,2.9611650485436893
08069002506,"Census Tract 25.06, Larimer County, Colorado",109258,45.9,9.726748558535974,85.81098019553774,1.4289295562797695,0.2757583354224116,1.9303083479568814,0,6.091752318876911
08069002507,"Census Tract 25.07, Larimer County, Colorado",99531,35.8,6.683554169914263,92.08885424785659,1.9875292283710055,0,0,0,4.696024941543258
08069002508,"Census Tract 25.08, Larimer County, Colorado",95115,35,12.90883785664579,85.60658779865462,0.42913477151472973,0,0.5799118533982834,0,11.899791231732777
08069002601,"Census Tract 26.01, Larimer County, Colorado",118083,49.6,2.3013460703430306,94.44203213200174,0,1.4329135909683022,0,0,0.8684324793747287
08069002602,"Census Tract 26.02, Larimer County, Colorado",111071,44,10.304219823356233,86.81714098789664,0,0,0,0.06542361792607132,10.23879620543016
08069002700,"Census Tract 27, Larimer County, Colorado",91677,44.7,12.685992816829144,86.86505900461775,0,0.2180605438686506,1.1672652642380708,0.8337609030271933,10.466906105695228
08069002801,"Census Tract 28.01, Larimer County, Colorado",75481,61.8,9.543446244477172,89.66126656848307,2.503681885125184,1.2371134020618557,0,0,5.802650957290132
08069002803,"Census Tract 28.03, Larimer County, Colorado",74034,89,55.55555555555556,44.44444444444444,0,0,0,0,55.55555555555556
08069002804,"Census Tract 28.04, Larimer County, Colorado",85929,53,5.183016105417277,83.39677891654466,0.43923865300146414,0.029282576866764276,0.9370424597364568,0,3.7774524158125913
08069002805,"Census Tract 28.05, Larimer County, Colorado",63438,51.3,14.552696078431374,85.44730392156863,0,0,0,0,14.552696078431374
