site_name,state,annual_streamflow_mm,mean_baseflow,ws_area_sqkm,site_elevation,median_ws_elevation,mean_annual_precip,mean_winter_temp,mean_aridity_index,soil_sand_content,mean_soil_organic_matter,mean_soil_permeability,percent_urban,percent_forested,percent_wetland,percent_s_facing
"DUTCHMANS CREEK NR UWHARRIE, NC",NC,346.19036623353037,37.73194430531904,8.9847,10392,19367,1156.7323117386834,5.796304345096176,0.900506529643972,21.807732956077817,1.108757293079606,80.17282186609631,0,96.01322247821297,0.230391665831914,0.30942602424121
"BIG BEAR CR NR RICHFIELD, NC",NC,349.20906038352854,35.09395371425369,144.5499,13549,19555,1154.9911525249108,5.526316829991645,0.838826520684586,22.42717481671648,0.932320369583329,61.75221766385592,0.395987821506622,43.14461649575683,0.551643411721489,0.382669929207837
"LITTLE RIVER NEAR STAR, NC",NC,327.8571595535722,32.68058855664743,273.4758,12672,20846,1164.53166582453,5.607247843256379,0.874647086407549,28.304749482031905,0.782101193985408,53.39757621850956,2.675885763932311,62.93383180522737,0.608499911143874,0.394912822268004
"JOHNS RIVER AT ARNEYS STORE, NC",NC,637.1275257763954,57.4107002767313,521.9865,31086,57356,1319.8081183268134,3.057965253623276,1.210863520199407,50.68953687331963,1.658587657598451,109.91861253282912,0.187591058389441,91.24563566299128,0.17862530927524,0.454370371647543
"LOWER LITTLE RIVER NR ALL HEALING SPRINGS, NC",NC,447.88661784046576,60.79516066925857,72.45631,33083,40384,1264.27822151273,4.366292715756061,1.001524166508569,36.09506890427905,0.669030971898702,75.45968445437171,0.832225769187772,69.05486479436571,0.118002161302744,0.465015464493771
"HENRY FORK NEAR HENRY RIVER, NC",NC,525.0514209747826,57.84725458676536,216.6723,27614,40667,1263.759189797839,4.251224530412584,0.986965608898505,44.422705900046275,0.497607194384708,67.4750724552615,1.132724395319568,75.5988651987356,0.044029624460533,0.39265702168666694
"JACOB FORK AT RAMSEY, NC",NC,610.2730994375794,58.14011152617617,66.48413,33931,54702,1324.1526087538698,4.008900648489607,1.048776931042892,42.47958858950794,0.67456316508542,80.42510405255389,0.123172712506768,91.08148348673524,0.027070925825663,0.386247969680564
"COVE CREEK NEAR LAKE LURE, NC",NC,569.5687671740855,52.27186836377443,203.8527,25548,41358,1330.0270675144695,4.539227566956174,1.023524412308718,43.68953455618776,1.285032711516502,97.9155548366922,0.229183921192282,83.78709996888708,0.09158592644204,0.460966428718541
"FIRST BROAD RIVER NEAR CASAR, NC",NC,472.2686439252059,57.69923816602407,154.9944,27764,43065,1322.1393329619807,4.410585223538266,1.027035536560245,42.114601643068184,0.704933986063326,82.49116500151518,0.286183168744422,81.55414159444908,0.057006305242853,0.446307546137679
"FRENCH BROAD RIVER AT ROSMAN, NC",NC,1155.2398774329577,62.66252801772987,178.6674,66503,91328,1852.3233163917428,2.765317574492994,1.710479132700233,46.73838709218089,2.243791439437954,100.80666762152012,0.461419115646944,89.85683917831129,0.093190541915595,0.42114568955963705
"DAVIDSON RIVER NEAR BREVARD, NC",NC,1090.6398974712074,63.409811874352776,104.292,64774,93586,1723.6342645019502,2.572805956319816,1.693864315437538,46.73422898125475,2.273069821057999,103.44044062581852,0.11713005711159,95.55675250504429,0.172702711945556,0.432851133682158
"BEETREE CREEK NEAR SWANNANOA, NC",NC,704.4826060863072,57.57251518056887,14.0805,82220,123530,1295.094649913966,1.289723046137769,1.289620415971621,51.011027972607806,2.642625685151021,110.9718767438616,0.019175455417066,96.420581655481,0,0.41642697347395297
"EAST FORK PIGEON RIVER NEAR CANTON, NC",NC,931.4548009440874,61.806842403475166,133.4268,81925,122682,1587.4179162002058,1.756336966884655,1.404233545965115,52.215550566451256,3.301806615265872,116.4484454953329,0.270951944498337,89.45428271326594,0.174613475343373,0.32302823921377
"CATALOOCHEE CREEK NEAR CATALOOCHEE, NC",NC,769.4327865431148,62.04722389540446,127.019,76023,119172,1506.3782854849774,1.751760424053865,1.335811761272083,52.66962649208091,3.728084708025882,140.28540712985864,0.002125714771592,98.83439973357709,0.004960001133715,0.369994827427389
"SOUTH TOE RIVER NEAR CELO, NC",NC,1113.769325278627,56.66273741985701,112.1589,81016,111550,1512.673212784745,0.725857897849677,1.487310461964276,51.518895599935945,3.09669457327786,108.5324476782354,0.231472275030426,93.97933453709524,0.04454449278936,0.364906894055696
"CARTOOGECHAYE CREEK NEAR FRANKLIN, NC",NC,807.3058201951957,65.194069265939,145.8639,61767.999999999985,82419,1698.7391852311468,3.23444469429932,1.300835719933619,46.47743663348946,2.111432505761886,105.4038341368825,1.136829732658296,82.21109403791881,0.067952665764712,0.36986452319879604
"NANTAHALA RIVER NEAR RAINBOW SPRINGS, NC",NC,1330.841089840328,63.89905193927594,134.5167,94054,119889,1972.916503863872,1.913962062421179,1.592692026951573,51.472166482117885,2.857964379566483,112.03035284255868,0.103704595786248,96.9577755029673,0.139164876926062,0.35436194911115104
