site_name,state,annual_streamflow_mm,mean_baseflow,ws_area_sqkm,site_elevation,median_ws_elevation,mean_annual_precip,mean_winter_temp,mean_aridity_index,soil_sand_content,mean_soil_organic_matter,mean_soil_permeability,percent_urban,percent_forested,percent_wetland,percent_s_facing
"SOUTH MAYO RIVER NEAR NETTLERIDGE, VA",VA,491.87516922732834,55.74828146176482,221.1336,27027.999999999996,40826,1288.482185848602,3.169750477668388,1.077609563364305,32.47463462237209,0.584557166131028,59.37352421604297,1.00609272170059,72.84811337264908,0.024419726254869,0.440767918991628
"NORTH MAYO RIVER NEAR SPENCER, VA",VA,420.49952122807065,52.79556066995703,270.6084,24174,31476,1205.7786146244566,3.665171656387873,0.963136382007195,31.557928539372735,0.333064870969254,53.706377692508624,0.665488129264626,69.48733623011219,0.080955606588795,0.430796173608473
"SANDY RIVER NEAR DANVILLE, VA",VA,336.86976960714185,51.75735674849496,288.531,14683.000000000004,24299,1139.743920127912,3.859970503020706,0.910910379747186,33.30826792096111,0.269920895169046,64.4164604783389,1.220250163760566,53.0559281325057,0.116347983405596,0.40818490907389493
"ALLEN CREEK NEAR BOYDTON, VA",VA,277.8707816213769,37.352152141763746,138.7548,7287,11830,1119.647549293527,4.193484764100712,0.881400293214176,25.564088995499073,0.516218138428004,50.54804986306901,0.236099940326389,57.85421477311056,1.430220792361778,0.41061930830501003
"CHESTNUT CREEK AT GALAX, VA",VA,615.8049702372722,61.715536182265794,101.9961,72007,80449,1256.1990769907757,1.490709042508489,1.081771664214722,40.18792814226826,0.921120920849354,21.628839889973513,0.887935245272486,48.613146326146115,0.072395506245203,0.38137603795966796
"LITTLE RIVER AT GRAYSONTOWN, VA",VA,406.3709384034959,49.92624086165207,794.6403,55428,75985,1121.7831218981294,1.311754666014023,0.931438378911912,43.82456108267505,0.931849364135767,8.433681305111783,0.559040751307279,59.95315655292936,0.161845468723278,0.389557173129348
"WALKER CREEK AT BANE, VA",VA,370.0269250887165,46.1544240361809,773.3151,52396,76766,1032.4983725196355,1.011324916090789,0.966657394358183,33.74056134659849,1.010375433107247,19.725135935541335,0.448441927987343,76.3007307899602,0.111386066889593,0.427407231401366
"S F HOLSTON RIVER AT RIVERSIDE NR CHILHOWIE, VA",VA,495.6641779279485,54.54637363236276,198.1611,64421,88617,1206.8375862199612,0.893349055960096,1.088352545948785,35.319734583725086,1.100581398380717,45.77115042955193,0.466438670354575,73.21588344029176,0.070397267677662,0.352154383478897
"S F HOLSTON RIVER NEAR DAMASCUS, VA",VA,541.5119368196431,52.65244709373932,784.8126,55945.00000000001,88604,1212.7871775550807,1.165753521865501,1.108271702159964,36.02071281955863,1.295004428812367,89.9663269167352,0.34804487083923,75.7204586164901,0.105732247418046,0.349798283055088
"N F HOLSTON RIVER NEAR SALTVILLE, VA",VA,450.37095366831073,51.887545274980816,578.206,52165,77489,1161.6192179095965,0.883762444210452,1.080957564929015,33.34229813478006,1.137349025851302,5.425145673862646,0.099928866834668,70.08873745635896,0.100240171715772,0.44840355074347404
